mains_year,mains_exam_stage,mains_gs_paper,mains_question_type,mains_question_format,mains_subject,mains_sub_topic,mains_keywords,mains_difficulty_level,mains_current_affairs_linked,mains_repeated_theme,mains_marks
2021,Mains,GS2,Mixed,10-mark,Polity,Federalism,"federalism, recent, india, concept, cooperative, been, increasingly, emphasized, years, would, answer, shortcomings",Moderate,No,No,15
2023,Mains,GS2,Static,15-mark,International Relations,India and Neighbours,"india, discuss, how, you, what, words, answer, can, there, indian, not, development",Hard,Yes,No,10
2019,Mains,GS3,Current,10-mark,Economy,Agricultural Reforms,"reforms, discuss, recent, india, programme, radical, labour, logical, arguments, assess, impact, tribunal",Easy,Yes,Yes,15
2017,Mains,GS3,Current,15-mark,Security,Cyber Security,"security, india, policy, country, energy, foreign, council, discuss, advantages, implications, cloud, hosting",Easy,Yes,No,15
2016,Mains,GS1,Mixed,15-mark,History,Modern Indian Thinkers,"indian, how, answer, modern, been, you, constitution, gold, increased, given, words, ancient",Moderate,Yes,Yes,15
2022,Mains,GS2,Mixed,10-mark,International Relations,Strategic Partnerships,"strategic, dimension, discuss, long, term, institutional, partnerships, elaborate, answer, words",Moderate,Yes,Yes,10
2023,Mains,GS3,Static,15-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Moderate,No,Yes,10
2023,Mains,GS1,Static,15-mark,Society,Women Empowerment,"women, empowerment, favourable, than, sex, ratio, among, scheduled, castes, discuss, positive, negative",Moderate,No,Yes,10
2013,Mains,GS3,Static,15-mark,Economy,Industrial Policy,"policy, india, foreign, security, industrial, energy, why, did, revolution, first, occur, england",Easy,No,No,10
2018,Mains,GS3,Static,10-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Easy,No,No,15
2024,Mains,GS4,Static,10-mark,Integrity,Transparency Mechanisms,"transparency, mechanisms, governance, ensure, accountability, activism, etc, proving, helpful, bringing, about, greater",Hard,No,Yes,15
2016,Mains,GS4,Current,10-mark,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Easy,Yes,Yes,15
2017,Mains,GS1,Current,10-mark,Society,Indian Social Structure,"indian, social, answer, how, words, different, been, mahatma, you, which, discuss, constitution",Moderate,No,No,10
2021,Mains,GS4,Mixed,15-mark,Integrity,Public Service Values,"public, servants, health, you, also, service, values, conflict, interest, what, civil, would",Hard,No,Yes,10
2013,Mains,GS1,Current,15-mark,Geography,Urbanization,urbanization,Moderate,No,No,10
2014,Mains,GS4,Static,Case Study,Ethics,Probity in Public Life,"public, life, servants, not, occur, health, also, conflict, interest, mesolithic, rock, cut",Easy,Yes,No,15
2017,Mains,GS2,Current,10-mark,International Relations,India and Neighbours,"india, discuss, how, you, what, words, answer, can, there, indian, not, development",Easy,No,No,10
2014,Mains,GS2,Static,10-mark,Governance,Role of NGOs,"role, india, ngos, environmental, examine, critically, recent, changes, rules, governing, foreign, funding",Easy,No,No,15
2017,Mains,GS1,Current,15-mark,History,Indian Freedom Struggle,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Moderate,No,No,10
2014,Mains,GS3,Static,10-mark,Science & Technology,Indigenous Technology,"technology, back, end",Easy,Yes,Yes,10
2015,Mains,GS2,Mixed,15-mark,International Relations,Bilateral Relations,"relations, india, international, government, improve, relationship, neighbours, does, project, terrorist, activities, mutual",Hard,Yes,Yes,15
2016,Mains,GS4,Current,10-mark,Ethics,Ethics and Human Interface,"discuss, india, what, you, how, words, not, can, answer, there, ethics, their",Easy,No,Yes,15
2015,Mains,GS4,Static,Case Study,Ethics,Ethics and Human Interface,"discuss, india, what, you, how, words, not, can, answer, there, ethics, their",Hard,No,Yes,10
2015,Mains,GS2,Current,15-mark,International Relations,India and Neighbours,"india, discuss, how, you, what, words, answer, can, there, indian, not, development",Moderate,Yes,No,15
2013,Mains,GS4,Mixed,Case Study,Aptitude,Leadership,leadership,Easy,No,Yes,10
2022,Mains,GS4,Static,15-mark,Aptitude,Case Study Analysis,"act, what, special, powers, afspa, draconian, leading, cases, meant, environmental, ethics, why",Hard,No,Yes,15
2025,Mains,GS2,Static,10-mark,Governance,E-Governance,"governance, critically, discuss, ensure, transparency, accountability, projects, built, bias, towards, union, government",Easy,Yes,Yes,10
2015,Mains,GS4,Current,Case Study,Aptitude,Leadership,leadership,Easy,No,No,10
2016,Mains,GS4,Static,10-mark,Integrity,Corruption,corruption,Moderate,No,Yes,15
2024,Mains,GS4,Current,15-mark,Integrity,Public Service Values,"public, servants, health, you, also, service, values, conflict, interest, what, civil, would",Moderate,No,Yes,15
2023,Mains,GS1,Static,15-mark,Geography,Urbanization,urbanization,Moderate,No,Yes,10
2015,Mains,GS4,Mixed,15-mark,Ethics,Probity in Public Life,"public, life, servants, not, occur, health, also, conflict, interest, mesolithic, rock, cut",Easy,Yes,No,15
2019,Mains,GS3,Static,10-mark,Security,Internal Security Challenges,"security, policy, challenges, energy, india, foreign, council, discuss, advantages, implications, cloud, hosting",Moderate,Yes,Yes,15
2022,Mains,GS1,Static,15-mark,History,Indian Art and Culture,"discuss, india, you, how, what, words, answer, indian, not, can, there, power",Moderate,No,Yes,15
2023,Mains,GS4,Mixed,15-mark,Aptitude,Leadership,leadership,Moderate,No,No,10
2016,Mains,GS1,Static,15-mark,History,Modern Indian Thinkers,"indian, how, answer, modern, been, you, constitution, gold, increased, given, words, ancient",Hard,Yes,No,15
2017,Mains,GS4,Static,Case Study,Ethics,Moral Thinkers,"constitutional, morality, given, two, quotations, moral, thinkers, philosophers, each, these, demoralized, clear",Easy,No,Yes,10
2024,Mains,GS2,Current,10-mark,International Relations,Bilateral Relations,"relations, india, international, government, improve, relationship, neighbours, does, project, terrorist, activities, mutual",Hard,Yes,Yes,10
2022,Mains,GS2,Current,15-mark,International Relations,Strategic Partnerships,"strategic, dimension, discuss, long, term, institutional, partnerships, elaborate, answer, words",Moderate,Yes,Yes,10
2013,Mains,GS3,Static,15-mark,Security,Cyber Security,"security, india, policy, country, energy, foreign, council, discuss, advantages, implications, cloud, hosting",Hard,Yes,No,15
2025,Mains,GS3,Mixed,15-mark,Science & Technology,Artificial Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Easy,Yes,No,15
2020,Mains,GS2,Current,15-mark,International Relations,Strategic Partnerships,"strategic, dimension, discuss, long, term, institutional, partnerships, elaborate, answer, words",Easy,No,No,10
2014,Mains,GS3,Mixed,10-mark,Environment,Climate Change,"changes, discuss, change, india, brought, can, how, trends, labour, migration, within, outside",Hard,Yes,Yes,10
2015,Mains,GS3,Current,10-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Easy,No,Yes,10
2014,Mains,GS2,Mixed,10-mark,International Relations,Bilateral Relations,"relations, india, international, government, improve, relationship, neighbours, does, project, terrorist, activities, mutual",Moderate,Yes,No,15
2021,Mains,GS3,Current,15-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Hard,Yes,No,15
2013,Mains,GS3,Mixed,15-mark,Science & Technology,Artificial Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Moderate,No,No,10
2013,Mains,GS2,Mixed,15-mark,Polity,Directive Principles,"civil, code, provided, directive, principles, state, policy",Moderate,Yes,Yes,15
2022,Mains,GS3,Current,10-mark,Science & Technology,Artificial Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Easy,No,Yes,10
2023,Mains,GS3,Mixed,10-mark,Environment,Climate Change,"changes, discuss, change, india, brought, can, how, trends, labour, migration, within, outside",Easy,Yes,Yes,15
2022,Mains,GS3,Mixed,10-mark,Economy,Employment Generation,"employment, generation, livestock, rearing, big, potential, providing, non, farm, traditionally, remained, boys",Hard,Yes,No,10
2023,Mains,GS4,Mixed,Case Study,Integrity,Codes of Conduct,"today, find, spite, various, measures, like, prescribing, codes, conduct",Moderate,No,No,10
2017,Mains,GS3,Current,10-mark,Security,Border Management,"management, employees, what, impediments, marketing, supply, chain, ethical, ethics, also, used, foul",Moderate,Yes,No,15
2021,Mains,GS1,Static,15-mark,Society,Demographic Transition,"demographic, transition",Hard,Yes,No,10
2016,Mains,GS2,Mixed,10-mark,Governance,Role of NGOs,"role, india, ngos, environmental, examine, critically, recent, changes, rules, governing, foreign, funding",Moderate,Yes,No,10
2021,Mains,GS4,Mixed,15-mark,Ethics,Attitude and Aptitude,"discuss, india, what, you, how, words, not, can, answer, there, their, critically",Moderate,Yes,No,10
2018,Mains,GS3,Mixed,10-mark,Environment,Environmental Impact Assessment,"environmental, india, impact, their, what, discuss, how, words, employees, recent, reforms, protection",Hard,Yes,No,15
2021,Mains,GS4,Current,10-mark,Integrity,Corruption,corruption,Moderate,Yes,Yes,10
2022,Mains,GS2,Static,10-mark,Polity,Parliamentary System,"system, india, health, you, positioning, systems, discuss, advantages, court, absence, well, educated",Hard,No,No,10
2017,Mains,GS2,Current,15-mark,Polity,Indian Constitution,"indian, constitution, answer, how, been, constitutional, words, years, experience, you, gold, increased",Moderate,Yes,Yes,15
2017,Mains,GS1,Current,15-mark,History,Indian Freedom Struggle,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Moderate,No,No,15
2020,Mains,GS2,Static,10-mark,International Relations,Global Institutions,"institutions, globalization, discuss, positive, negative, effects, women, india, samitis, remained, mainly, political",Moderate,Yes,No,10
2019,Mains,GS4,Mixed,15-mark,Integrity,Codes of Conduct,"today, find, spite, various, measures, like, prescribing, codes, conduct",Hard,No,No,15
2014,Mains,GS2,Mixed,10-mark,Governance,Civil Services Reforms,"civil, state, reforms, india, discuss, would, recent, ancient, civilization, indian, sub, continent",Hard,Yes,Yes,15
2020,Mains,GS1,Current,15-mark,History,World History Revolutions,"world, what, extent, can, germany, held, responsible, causing, two, wars, discuss, waning",Moderate,No,Yes,15
2019,Mains,GS1,Mixed,10-mark,History,World History Revolutions,"world, what, extent, can, germany, held, responsible, causing, two, wars, discuss, waning",Easy,Yes,Yes,15
2022,Mains,GS3,Current,15-mark,Security,Border Management,"management, employees, what, impediments, marketing, supply, chain, ethical, ethics, also, used, foul",Easy,Yes,No,15
2021,Mains,GS3,Current,15-mark,Environment,Biodiversity Conservation,"biodiversity, conservation",Moderate,No,No,10
2013,Mains,GS2,Static,10-mark,International Relations,Global Institutions,"institutions, globalization, discuss, positive, negative, effects, women, india, samitis, remained, mainly, political",Easy,Yes,No,15
2020,Mains,GS3,Static,15-mark,Science & Technology,Biotechnology,biotechnology,Moderate,No,No,10
2024,Mains,GS3,Mixed,10-mark,Economy,Government Budgeting,"government, vis, gained, india, act, discuss, absence, well, educated, organized, local, level",Moderate,Yes,Yes,15
2019,Mains,GS1,Static,10-mark,Geography,Monsoon System,"system, you, india, health, positioning, systems, discuss, advantages, court, how, far, agree",Moderate,Yes,No,15
2021,Mains,GS2,Mixed,10-mark,Polity,Directive Principles,"civil, code, provided, directive, principles, state, policy",Hard,Yes,No,15
2016,Mains,GS3,Mixed,15-mark,Science & Technology,Biotechnology,biotechnology,Easy,No,Yes,10
2013,Mains,GS3,Current,15-mark,Security,Cyber Security,"security, india, policy, country, energy, foreign, council, discuss, advantages, implications, cloud, hosting",Easy,Yes,Yes,15
2019,Mains,GS4,Mixed,15-mark,Aptitude,Leadership,leadership,Moderate,Yes,No,15
2021,Mains,GS3,Mixed,15-mark,Environment,Biodiversity Conservation,"biodiversity, conservation",Hard,Yes,Yes,15
2015,Mains,GS3,Current,10-mark,Economy,Agricultural Reforms,"reforms, discuss, recent, india, programme, radical, labour, logical, arguments, assess, impact, tribunal",Hard,No,Yes,15
2024,Mains,GS1,Mixed,10-mark,Society,Women Empowerment,"women, empowerment, favourable, than, sex, ratio, among, scheduled, castes, discuss, positive, negative",Moderate,No,Yes,15
2016,Mains,GS1,Static,10-mark,Society,Women Empowerment,"women, empowerment, favourable, than, sex, ratio, among, scheduled, castes, discuss, positive, negative",Hard,No,Yes,10
2013,Mains,GS1,Mixed,10-mark,Society,Social Justice Issues,"social, issues, values, what, such, all, answer, words, plaguing, success, sezs, respect",Easy,No,Yes,15
2018,Mains,GS4,Static,Case Study,Aptitude,Decision Making,"decision, making, decisions, take, ordinances, analyze, whether, supreme, court, issue, erroneous, patents",Hard,No,No,15
2014,Mains,GS4,Mixed,Case Study,Aptitude,Decision Making,"decision, making, decisions, take, ordinances, analyze, whether, supreme, court, issue, erroneous, patents",Moderate,No,Yes,10
2017,Mains,GS4,Mixed,Case Study,Integrity,Corruption,corruption,Moderate,No,Yes,10
2018,Mains,GS2,Static,10-mark,Polity,Directive Principles,"civil, code, provided, directive, principles, state, policy",Hard,Yes,Yes,10
2024,Mains,GS2,Mixed,15-mark,Governance,Civil Services Reforms,"civil, state, reforms, india, discuss, would, recent, ancient, civilization, indian, sub, continent",Hard,No,No,10
2022,Mains,GS2,Current,10-mark,Governance,Role of NGOs,"role, india, ngos, environmental, examine, critically, recent, changes, rules, governing, foreign, funding",Moderate,No,No,15
2013,Mains,GS2,Static,15-mark,Polity,Directive Principles,"civil, code, provided, directive, principles, state, policy",Moderate,No,No,10
2016,Mains,GS3,Current,10-mark,Science & Technology,Biotechnology,biotechnology,Easy,Yes,No,10
2021,Mains,GS3,Static,15-mark,Security,Terrorism,terrorism,Easy,Yes,Yes,10
2014,Mains,GS4,Mixed,Case Study,Ethics,Ethical Issues in Governance,"issues, governance, discuss, ethical, management, ethically, right, but, not, legally, how, critically",Easy,Yes,Yes,10
